poi_id,category,name_ko,lat,lon,address_ko,website,phone,open_hours_text,closed_days_text,ticket_price_text,rag_seed_text_ko,source_urls,source_updated_at
KOPl8f5md,고궁,창덕궁 후원,37.586641863,126.992084992,"03072 서울 종로구 율곡로 99 (와룡동, 창덕궁)",https://royal.khs.go.kr/ROYAL/contents/R702000000.do,02-3668-2300,"한국어 11~2월 10:00~15:00 (1시간 간격으로 입장 가능) 3~10월 10:00~16:00 (1시간 간격으로 입장 가능) 영어 12~2월 10:30 / 11:30 / 14:30 3~11월 10:30 / 11:30 / 14:30 / 15:30 일본어 1~12월 13:30 (매주 수,금,일요일 운영) 중국어 1~12월 12:30 (매주 화,목,토요일 운영) * 언어권별 입장 제한 1회당 100명 (인터넷 예매 50명+현장발매 50명) * 후원 외국인 관람 시간 내국인 입장 불가 (단, 외국인 동반자가 있는 경우 내국인 최대 2명까지 입장 가능)","매주 월요일 휴관(정기휴관일이 공휴일 및 대체휴일과 겹칠 경우에는 개방하며, 그다음의 첫번째 비공휴일이 정기휴일임)","일반 (만 19세 이상, 경로 포함) 5,000원 청소년 (만 7세~만 18세) 2,500원","창덕궁 후원은 창덕궁 내부에 있는 정원으로 조선왕궁의 놀이와 잔치 장소로 활용된 대표적인 조원(造園) 유적입니다. 규모는 약 135,200여 평에 이르는 거대한 왕실 후원으로 현재까지도 들어갈 수 없는 곳이 많습니다. 과거에는 일반 백성들은 접근할 수 없는 조선 왕실의 금원이었습니다. 북악산의 매봉을 등지고 곳곳에 연못이 배치되어 있으며 현재 남아 있는 연못으로는 부용정이 있는 부용지, 애련지, 장방지, 반월지 등이 있다. 후원 속에 배치되어 있는 정자와 건물들의 조성을 보면 우리나라 건축의 특성을 알 수 있는 배치 기법과 자연을 이용하는 법식을 잘 나타내고 있는 것이 특징입니다.",https://korean.visitseoul.net/attractions/2024-cdggarden/KOPl8f5md,2025.08.03
KOP024613,미술관&박물관,그라운드서울,37.573469755,126.983623709,03145 서울 종로구 인사동9길 26,http://www.groundseoul.com/,1661-9131,10:00 ~ 19:00 (전시별 상이),전시별 상이,,"그라운드서울(ground seoul)은 연면적 1,500평에 이르는 공간으로, 특색 있는 지하공간 구성에 따른 자연채광이 아름다운 전시장입니다. 그라운드서울에서는 전시, 공연, 이벤트, 파티 등이 동시에 어우러지며 누구나 쉽게 예술을 접할 수 있는 인사동의 대표 복합문화공간으로 자리매김할 것 입니다.",https://korean.visitseoul.net/attractions/2024-groundseoul/KOP024613,2025.06.05
KOPxua216,미술관&박물관,갤러리모순,37.566244075,126.972201078,"04518 서울 중구 정동길 33 (정동, 신아일보) 203호",https://www.mosoon.co/,0507-1436-0433,12:00~18:00,"일요일, 월요일",,"정동길에 자리한 100년 근대문화유산 '신아기념관' 안에서 한국의 공예와 미술을 전문으로 소개하는 갤러리입니다. 갤러리에 전시된 공예품들부터 먼 길을 찾아오는 관객들이 갤러리를 오고 가는 행위 자체가 전시의 일부처럼 느껴지길 바라며 이 곳에 갤러리를 열었습니다. 신아기념관에 위치한 다른 공간들과 달리 벽면과 천장을 화이트큐브로 리모델링해 조금 더 현대적인 느낌을 받을 수 있습니다. 시기마다 달라지는 전시들에 맞추어서 공간에서 들려오는 플레이리스트, 향기, 가구 등 모든것을 새로 선보입니다.",https://korean.visitseoul.net/attractions/2024-mosoon/KOPxua216,2025.07.29
KOPzcpf02,미술관&박물관,삼세영,37.613631896,126.97829292,03003 서울 종로구 평창44길 2 (평창동) 삼세영,https://www.samseyoung.com/,02-391-0333,11:00-18:00,일요일~월요일,무료,"삼세영은 과거, 현재, 미래를 아우르는 문화 예술 공간이 되고자 합니다. 2021년 12월에 개관한 삼세영은 대표가 20년동안 수집한 고미술을 통해 과거를 돌아보고, 지금 이 시대를 살아가는 문화 예술인들과 함께하며 현재를, 그리고 이를 넘어 미래를 보고자 하는 공간입니다.",https://korean.visitseoul.net/attractions/2024-samsy/KOPzcpf02,2025.07.29
KOPxj9byw,미술관&박물관,갤러리 지우헌,37.583311813,126.98294732,03052 서울 종로구 북촌로11라길 13 (가회동),https://designhouse.co.kr/indexmain/lists?category=J,0507-1342-7964,화요일~토요일 10:00~18:00 (휴게시간 12:30~13:30),"매주 일요일, 월요일, 공휴일",,"갤러리 지우헌은 ㈜디자인하우스에서 운영하는 전시 공간으로 북촌한옥마을에 위치하고 있습니다. 한옥을 개조한 독특한 구조로 전통적인 미감과 현대적인 편의성을 두루 갖추고 있으며, 2016 서울우수한옥으로 선정되었을 만큼 뛰어난 건축미를 갖고 있습니다. 과거의 역사를 담고 있는 공간에서 현대미술을 조명하는 시공간적 특징을 가진 갤러리로서 동시대 미술의 흐름에 동참하며 국내·외 괄목할 만한 신진 작가 발굴을 도모합니다.",https://korean.visitseoul.net/attractions/GalleryJiwooheon/KOPxj9byw,2025.06.30
KOP023606,고궁,혜화문,37.587880893,127.003781834,"03076 서울 종로구 창경궁로 307 (혜화동, 혜화문)",,02-120,24시간,연중무휴,무료,"서울 성북구 동소문동에 있었던 조선시대의 성문. 조선왕조가 건국되고 5년 뒤인 1397년(태조 5)에 도성을 에워싸는 성곽을 축조하면서 함께 세워졌으며, 소문 가운데 동문과 북문 사이에 위치하였으므로 '동소문'이라고도 합니다.",https://korean.visitseoul.net/attractions/Hyehwamun/KOP023606,2025.08.02
KOP037044,미술관&박물관,KCDF갤러리,37.574007057,126.984127356,"03145 서울 종로구 인사동11길 8 (관훈동, 공예종합유통지원센터)",https://www.kcdf.or.kr,02-732-9382,"- 전시장 화요일~일요일 10:00~18:00 - 공예정원 화요일~일요일 10:00 ~ 19:00 (휴게시간 12:00 ~ 13:00) - KCDF 자료실 화요일~금요일 09:00~18:00, 토요일 10:00~19:00 (12:00~13:00 점심시간)",,,"전통의 거리, 인사동에 위치한 공예전시 전문 공간KCDF갤러리는 공예 산업의 진흥을 도모하고, 공예인들을 위한 소통과 일상에서의 공예 소비 문화 확산에 기여하기 위하여 조성되었습니다. 공예디자인 문화 산업 종사자들을 위한 전시와 교육, 세미나 공간과 함께 다양한 공예디자인 관련 서적과 자료를 갖춘 연구 공간인 KCDF 도서관이 위치해 있으며, 1층 KCDF 갤러리샵에서는 한국을 대표하는 장인, 작가들이 만들어낸 우수 공예 상품들을 구입할 수 있습니다. 한국공예·디자인문화진흥원은 공예와 공공디자인, 전통생활문화의진흥을 위하여 설립된 문화체육관광부 산하 공공기관입니다.창의적인 공예문화, 디자인문화, 전통생활문화의 확산과 진흥을 통하여한국 문화의 정체성을 확립하고 경쟁력을 강화하여국민 삶의 질 향상에 기여하고자 합니다.",https://korean.visitseoul.net/attractions/KCDF%EA%B0%A4%EB%9F%AC%EB%A6%AC/KOP037044,2025.07.28
KOP024741,미술관&박물관,국립현대미술관 서울관,37.5786139,126.980570702,03062 서울 종로구 삼청로 30 (소격동),http://www.mmca.go.kr/main.do,02-3701-9500,"10:00 ~ 18:00 (월,화,목,금,일) 10:00 ~ 21:00 (수, 토 야간개장)","1월1일, 설날, 추석",무료,"국립현대미술관 서울관의 입구 사진입니다. 붉은 벽돌로 지어진 3층 건물입니다. 입구 왼쪽에 한글로 '국립현대미술관 서울관'이 쓰여있고, 오른쪽에는 영어로 'National Mueseum of Modern and Contemporary Art, Seoul'이라고 쓰여있습니다. 국립현대미술관 서울관은 민현준 건축가에 의해 설계되어 '문화의 거리' 삼청로에 2013년 11월 개관하였습니다. 서울관 부지는 조선시대 소격서, 종친부, 규장각, 사간원이 있던 자리로서 한국 전쟁 후에는 국군수도통합병원, 기무사 등이 위치했던 역사적 유래를 가진 정치, 문화의 중심지입니다. 국립현대미술관 서울관은 전시동 및 교육동을 비롯하여 디지털정보실, 멀티프로젝트홀, 영화관 등 다양한 시설을 갖춘 복합문화예술센터입니다. 현대미술의 흐름을 한 눈에 볼 수 있는 다채로운 전시와 영화, 공연, 교육 등을 통해 다양한 장르의 문화예술을 만날 수 있습니다. 또한 마당으로 둘러싸인 서울관은 옛 기무사 건물과 종친부가 조화를 이루고, 멀리 겸재 정선의 인왕제색도 안에 담긴 인왕산의 모습도 감상할 수 있습니다.",https://korean.visitseoul.net/attractions/National-Museum-of-Modern-kr/KOP024741,2021.10.15
KOP002885,미술관&박물관,PKM갤러리,37.584090212,126.980085084,"03049 서울 종로구 삼청로7길 40 (삼청동, 피케이엠 갤러리)",http://www.pkmgallery.com/,02-734-9467,10:00 ~ 18:00,월요일,무료,"2001년 개관한 PKM갤러리는 회화, 조각, 영상 등 다양한 매체를 다루고 있습니다. 목표는 컬렉터들이 의지하고 믿을 수 있는 갤러리라고 합니다. 이불, 호르헤 파르도, 마이클 주, 스페판 프리나 등 다양한 작가의 작품을 전시합니다. PKM갤러리 가까이에는 크고 작은 갤러리들이 모여있습니다.",https://korean.visitseoul.net/attractions/PKM%EA%B0%A4%EB%9F%AC%EB%A6%AC/KOP002885,2025.07.24
KOP024732,미술관&박물관,SJ쿤스트할레,37.520508598,127.034917251,06054 서울 강남구 언주로148길 5 (논현동),http://sjkunsthalle.com/,0507-1402-9722,평일 09:00 - 18:00 대관문의 평일 11:00 - 22:00 카페 평일 11:00 - 18:00 피규어갤러리(JDstudio),,,"SJ쿤스트할레는 회의과 토론을 하는 문화예술적 플랫폼으로 만들어져 전시, 파티, 공연, 패션쇼, 워크숍 같은 프로그램과 연계된 일상 예술을 제공합니다. 을 의미, 고정된 갤러리가 담아 내지 못 했던 다양한 문화를 자유롭게 표현하고자 여백의 넓은 공간감의 인테리어로 문화의 다양성을 확고하고 창조적 문화의 실험공간으로 큐레이팅이 가능하며 예술을 시도하여 전 세계의 트렌드 세터 들의 이목을 끄는 문화 예술 혁신의 공간입니다.",https://korean.visitseoul.net/attractions/SJ-KUNSTHALLE-kr/KOP024732,2025.07.27
KOPl3j0oy,미술관&박물관,서울시립 사진미술관,37.655514984,127.048947827,01411 서울 도봉구 마들로13길 68 (창동) 서울시립 사진미술관,https://sema.seoul.go.kr/kr/visit/photo_museum,02-2124-7600,"화~금 10:00-20:00 토,일,공휴일 하절기(3-10월) 10:00-19:00 동절기(11-2월) 10:00-18:00 문화가 있는 날(매월 마지막 주 수요일) 10:00-22:00","1월 1일, 매주 월요일 휴관 * 월요일이 공휴일인 경우 정상 개관",무료,"서울시 도봉구 창동에 새롭게 문을 연 서울시립 사진미술관은 서울시립미술관의 분관이자 10여년 간의 준비기간을 거쳐 탄생한 국내 최초이자 유일의 사진 매체 특화 공립미술관입니다. 사진문화 전반을 아우르는 창의적이고 실험적인 전시와 프로그램 & 심도 있는 연구 & 수집 & 보존 활동으로 국내뿐 아니라 아시아의 새로운 사진 예술 중심지로 거듭나기 위해 다채로운 활동을 이어갈 계획입니다. 특히 전시실 뿐 아니라 전 연령을 아우르는 교육 프로그램이 진행될 교육실과 암실 포토라이브러리 포토북카페 등 방문객들이 사진의 영향력과 예술적 가치를 경험할 수 있는 시설들을 갖추고 있습니다. 건축은 오스트리아 건축가 믈라덴 야드리치(Mladen Jadric, Jadric Architektur ZTGmbH 대표)와 일구구공도시건축(대표 윤근주)이 빛으로 그리는 그림인 사진의 픽셀을 형상화하여 구현하였습니다.",https://korean.visitseoul.net/attractions/SeMA-photo-museum/KOPl3j0oy,2025.06.23
KOPeenv2i,미술관&박물관,서울백제어린이박물관,37.516516391,127.122686652,05540 서울 송파구 올림픽로 424 서울백제어린이박물관,https://baekjemuseum.seoul.go.kr/dreamvillage/,02-2152-5900,[평일] 9:00 ~ 18:00(자율관람) *17:30 입장마감 [주말 및 공휴일] 9:30 ~ 17:30(사전예약),"매주 월요일 휴관, 1월 1일 *월요일이 휴일인 경우 정상개관",무료,"서울백제어린이박물관은 몽촌토성이 고대국가 백제의 왕성이었다는 사실과 서울의 2천년 도시 역사, 한강유역의 고대문화 등을 전시 · 교육하는 강남권 유일의 어린이박물관입니다. 서울백제어린이박물관은 한성백제박물관 소속 박물관으로서, 2024년 5월 재개관하였습니다. 백제의 왕성이었던 풍납동 토성과 몽촌토성 그리고 석촌동 고분군 등에서 출토된 다양한 유물을 전시하고 있으며, 서울의 고대 역사와 문화를 몸소 느끼고 체험할 수 있는 다양한 교육프로그램 및 문화행사를 운영하고 있습니다.",https://korean.visitseoul.net/attractions/SeoulBaekjeChildrensMuseum/KOPeenv2i,2025.07.15
KOPx6grff,미술관&박물관,예술의전당 서울서예박물관,37.479265179,127.013901572,"06757 서울 서초구 남부순환로 2406 (서초동, 예술의전당)",https://www.sac.or.kr,1688-1352,화-일 10:00-19:00,월요일,"전시별 상이, 홈페이지 참조","한가람미술관은 예술의 전당 전면의 왼쪽에 위치해 있습니다. 예술의 전당에서 제공하는 여러 프로그램과 연계된 공간입니다. 전시실과 수장고, 아트숍 등이 갖춰져 있으며 최적의 전시환경을 자랑합니다. 에드바르 뭉크, 베르나르 뷔페, 파블로 피카소 등 세계 유명 화가들의 기호기 전시도 자주 열리는 곳입니다. 대부분의 전시는 사진촬영이 금지되어 있으며 관람 예절을 지키는 것도 중요합니다. 야외 공간에 위치한 계단 광장에서는 아트마켓과 야외 페스티벌, 하절기 시즌 야외 카페 운영 등 열린 공간으로 조성되어 있고, 대중 프로그램을 수용하는 공간으로써 다양한 행사가 진행되고 있어 색다른 문화적 경험을 누릴 수 있습니다.",https://korean.visitseoul.net/attractions/SeoulCalligraphyMuseum/KOPx6grff,2025.08.14
KOPn1ua1r,미술관&박물관,서울시립과학관,37.642606306,127.07699624,"01792 서울 노원구 한글비석로 160 (하계동, 서울시립과학관)",https://science.seoul.go.kr/main,02-970-4500,화요일~금요일 09:30~17:30,"매주 월요일 휴관, 1월 1일, 설·추석 당일","19세 이하(0세~19세) : 무료(티켓 없이 관람) 성인(20세~64세) : 2,000원 20인 이상 성인 단체 입장 시 : 1,000원 ＊관람료 면제 대상 -6세 이하 및 65세 이상인자 -「장애인복지법」 에 의한 장애인 및 동행 보호자 1명 -국민기초생활보장수급자 -다둥이 행복카드 소지자 및 그 가족 -과학의 날(4.21.), 어린이 날(5.5.) -국가유공자와 그 유족 및 가족 -국빈, 외교사절단 및 그 수행자 -서울특별시명예시민증 수여받은자 -병역명문가증 소지자 -공무수행을 위하여 출입하는 자 -20명 이상 단체의 인솔자(20명당 1명)","서울시립과학관은 강북권역에 과학문화시설을 확충해 지역별 과학문화 격차를 해소하고 서울의 권역별 균형발전을 도모하기 위해 노원구 하계동에 서울시 최초로 2017년에 개관하였습니다. 청소년 대상 과학체험관으로 6개 상설전시관에 221종 전시물,수도권과학관 순환전시물인특별기획전(사물의 역사2) 전시장을 운영하고 있으며, 가족이 함께 즐기는 과학 만들기 체험학습, 초․중․고 단체과학수업, 전문가 특강, 과학실험, 자연생태 프로그램 등 다양한 교육 및 행사를 진행하고 있습니다.",https://korean.visitseoul.net/attractions/SeoulScienceMuseum/KOPn1ua1r,2025.06.23
KOP022888,고궁,숭례문(남대문),37.559925768,126.975364906,04528 서울 중구 세종대로 40 (숭례문(남대문)),,02-779-8547,화요일~일요일 09:00-18:00,월요일,무료,"서울 도성의 남쪽 정문이라서 통칭 남대문(南大門)이라고 불립니다. 1395년(태조 4)에 짓기 시작하여 1398년(태조 7)에 완성되었고, 1447년(세종 29)에 개축하였습니다. 이 문은 중앙부에 홍예문(虹 門)을 낸 거대한 석축기단 위에 섰으며, 현존하는 한국 성문 건물로서는 가장 규모가 큽니다. 1962년 12월 20일 국보 제1호로 지정되었습니다. 현존하는 서울의 목조건물(木造建物) 중 가장 오래된 건물로, 2008년 2월 10일에 발생한 화재로 2층 문루가 소실되고 1층 문루 일부가 불에 타 복구했습니다.",https://korean.visitseoul.net/attractions/Sungnyemun/KOP022888,2025.06.24
KOP9q04ig,미술관&박물관,THEO 띠오,37.509105241,127.052810615,"06156 서울 강남구 봉은사로68길 55-3 (삼성동, BANG2011) 지하 1층",https://gallerytheo.com/,02-556-7290,13:00~19:00,"월요일, 일요일, 공휴일",무료,"한국미술의 폭 넓은 스펙트럼과 다양성이 돋보이는 갤러리 띠오(THEO)는, 2020년 영국과 미술 시장에서 경력을 쌓은 두 명의 디렉터가 국제적 전문성과 네트워크를 한국 미술계에 도입하기 위해 설립되었습니다. 세계 문화유산으로 지정된 선정릉 앞에 위치한 띠오는, 예술 장르에 관계 없이 젊고 재능 있는 한국 예술가들을 지원하고 그들의 작품에서 잠재력을 찾아내는 데 전념하고 있습니다. 한국의 예술가들에게 플랫폼을 제공하여 그들이 성장하고 발전할 수 있도록 적극적으로 지원합니다. 또한 띠오는 해외 작가들을 한국 및 아시아 작가들에게 소개하며, 국가를 넘어 세계의 문화 간 교류를 촉진하고 예술적 담론을 확장하기 위해 노력하고 있습니다. 현재까지도 띠오는 전 세계 다양한 작가들의 전시회를 개최하고 있습니다. 이곳은 도전적인 프로젝트와 예술가들의 우수성에 대한 헌신을 바탕으로, 예술가들이 함께 공존하고 번영할 수 있는 공간으로 나아갈 예정입니다.",https://korean.visitseoul.net/attractions/THEO/KOP9q04ig,2025.07.29
KOP023761,미술관&박물관,돈의문 박물관 마을,37.568825387,126.968525681,"03178 서울 종로구 송월길 14-3 (신문로2가, 국도빌딩)",http://dmvillage.info/,02-739-6994,10:00~19:00,"월요일, 1월1일",무료,"2017년 9월, 서대문역 근처 강북삼성병원과 서울시립박물관 사이에 '돈의문 박물관 마을'이 개장했습니다. 돈의문 터 근처의 돈의문 박물관 마을은 근현대에 조성되었던 골목길과 주택들을 활용한 공간으로 새롭게 조성한 서울의 새 명소입니다. 돈의문 박물관마을은 옛 새문안동네를 '서울형 도시재생'방식으로 개조해 만들어졌습니다. 기존 가옥 63채 가운데 총 40채를 유지·보수했고, 일부 집을 허문 자리에 넓은 마당을 조성했습니다. 근현대 건축물과 조선시대 골목길, 언덕 등이 어우러져 전체가 박물관마을이 되는 새로운 문화의 장으로 재탄생했습니다. - 돈의문역사관, 돈의문구락부, 서울미래유산관, 6080감성공간(생활사전시관, 새문안극장, 서대문사진관 등) ○ 고즈넉한 한옥에서 근현대 문화예술을 배워보는 ‘예술가의 시간’(한옥동 9곳) -양말목 공예, 한지 공예, 매듭 공예, 전통 탈 시계 만들기, 단오선 만들기 등 다채로운 체험프로그램 진행-돈의문마켓, 돈의문시간여행클럽, 이머시브시어터(‘백년의 밤’),추억의 음악다방(토요일 오전12시~오후3시), 돈의문 야학당 건물 내부는 물론 마당, 골목길, 담벼락 등 마을 곳곳이 전시관이자 놀이터입니다. '마을마당'에서는 공연, 플리마켓, 푸드트럭 등 연중 문화행사가 열리고, '마을골목'은 철거민의 애환 등 옛 새문안동네의 이야기를 말하고 있습니다. 돈의문은 서울 도성의 서쪽 문으로, 흔히 ‘서대문’이라고 불리며 1915년 3월 도로 확장공사를 위해 철거되었습니다.",https://korean.visitseoul.net/attractions/doneuimunmuseumvillage/KOP023761,2025.06.08
KOP023605,고궁,광희문,37.564440586,127.010459411,04612 서울 중구 퇴계로 350 (신당동),,02-3369-5882,24시간,연중무휴,무료,"시구문(屍軀門) ·수구문(水口門)이라고도 하였으며 서소문(西小門)과 함께 시신(屍身)을 내보내던 문입니다. 1719년 문루를 세워서 광희문이라는 현판을 걸었습니다. 그 후 1975년 도성복원공사의 일환으로 석문을 수리하고 문루를 재건하였습니다.",https://korean.visitseoul.net/attractions/gwangheemun/KOP023605,2025.08.02
KOPbnvhzx,미술관&박물관,호호재 서울,37.582100324,126.981153106,03054 서울 종로구 삼청로 71-7 (팔판동),https://www.instagram.com/hohojae_seoul,0507-1363-8598,화-일 11:00-19:00,매주 월요일,,"공간과 작품이 잘 어우러지는 전시를 볼 수 있는 한옥 갤러리입니다. 나비 호(蝴)자를 쓰지만 ‘호호’ 웃음이 나는 공간으로 만들고 싶다는 마음을 담은 이름으로 대중이 쉽게 공감할 수 있는 작품 위주로 선보입니다. 1층에는 아늑한 마당과 작은 화단이 있고, 2층에는 커다란 창 너머로 팔판동의 한옥 지붕을 감상할 수 있어 한국적인 아름다움을 만끽할 수 있습니다.",https://korean.visitseoul.net/attractions/hohojae-seoul/KOPbnvhzx,2025.06.04
KOP023533,미술관&박물관,서울하수도과학관,37.557556,127.06525,"04809 서울 성동구 자동차시장3길 64 (용답동, 중랑물재생센터)",https://sssmuseum.org/main/,02-2211-2540,09:00~17:00,"-월요일 -1월 1일 -설날, 추석 당일",무료,"서울하수도과학관은 우리나라 최초의 하수처리장 부지에 2017년 설립되어 하수도의 과거와 현재 그리고 미래를 전시하고 있습니다. 다양한 볼거리와 교육프로그램을 통해 환경교육의 중심지이자 생활 속의 문화시설로 굳건히 자리매김하고 있습니다.",https://korean.visitseoul.net/attractions/seoulnew/KOP023533,2020.11.27
KOP038858,랜드마크,가을단풍길(월드컵로),37.578185581,126.881709498,03906 서울 마포구 월드컵로42길 9-1 (가로판매대07),,,,,,"월드컵로 단풍길에서 산책을 하고 있는 흰색 강아지와 사람 다리 한쪽의 모습 난지천공원을 따라 쭉 펼쳐지는 월드컵로 가을단풍길은 끝없이 펼쳐진 나무와 양옆의 푸르른 공원 뷰로 산책하기 좋은 곳입니다. 특히 가을이 되면 월드컵경기장 사거리부터 구룡사거리까지 알록달록한 단풍들이 길을 더욱 아름답게 만들어줍니다.",https://korean.visitseoul.net/attractions/%EA%B0%80%EC%9D%84%EB%8B%A8%ED%92%8D%EA%B8%B8%EC%9B%94%EB%93%9C%EC%BB%B5%EB%A1%9C/KOP038858,2025.08.01
KOP001151,역사적 장소,경교장,37.568396079,126.968026238,03181 서울 종로구 새문안로 29 (경교장),https://museum.seoul.go.kr/www/intro/annexIntro/annex_21/annex_21_01.jsp?sso=ok,02-735-2038,09:00 ~ 18:00 (17:30까지 입장 가능),-월요일 -1월 1일,무료,"경교장은 대한민국 임시정부의 주석이었던 백범 김구(金九)가 사용했던 개인 사저로 서울 종로구에 있습니다. 민족진영 인사들의 집결처로 이용되었으며 김구가 집무실에서 안두희의 흉탄에 의해 서거한 곳이기도 합니다. 경교장의 발자국 경교장 방 한가운데에는 두 개의 발자국이 있습니다. 안두희가 김구 선생에게 총을 쐈던 위치입니다. 발자국은 백범의 책상이 있는 창가를 향합니다. 아마도 두 발의 총알은 백범의 얼굴을 관통하고 창문을 지났을 것입니다. 그 자리에 서면 오늘을 살아가는 자신의 모습을 되돌아보게 됩니다.",https://korean.visitseoul.net/attractions/%EA%B2%BD%EA%B5%90%EC%9E%A5/KOP001151,2025.08.04
KOP016319,랜드마크,광화문야경,37.571620049,126.976764929,03154 서울 종로구 세종대로 지하 172,http://plaza.seoul.go.kr/gwanghwamun,02-120,도심 열린 광장으로 연중 24시간 상시 개방,연중무휴,무료,"종로구 세종로에 위치한 광화문광장은 크게 광화문에서 청계천 방향으로 '광화문의 역사를 회복하는 광장', '육조거리의 풍경을 재현하는 광장', '한국의 대표 광장', '시민들이 참여하는 도시문화 광장', '도심 속의 광장', '청계천 연결부'로 나뉩니다. 개별 공간의 특성을 바탕으로 역사성을 부활하고 문화와 휴식의 공간으로서 기능을 갖습니다. 특히 '한국의 대표 광장'은 세종대왕 동상이 자리해 광장의 구심점 역할을 합니다. 오가는 사람들의 발길로 항상 떠들썩한 광화문 광장이지만 밤에는 고요하고 아름다운 야경 명소가 됩니다. 인왕산 자락을 배경으로 600년을 내려온 서울 경관의 중심이기에 야경뿐만 아니라 우리 민족의 얼과 역사까지도 느낄 수 있습니다.",https://korean.visitseoul.net/attractions/%EA%B4%91%ED%99%94%EB%AC%B8%EA%B4%91%EC%9E%A5%EC%9D%98-%EB%B0%A4/KOP016319,2025.07.30
KOP001899,랜드마크,광화문광장,37.571620049,126.976764929,03154 서울특별시 종로구 세종대로 172,http://plaza.seoul.go.kr/gwanghwamun,02-120,도심 열린 광장으로 연중 24시간 상시 개방,연중무휴,무료,"조선 태조는 1394년에 도읍을 한양으로 옮기고 주 궁궐인 경복궁을 지었습니다. 그리고 궁의 정문인 광화문 앞 도로 양옆에 의정부를 포함해 육조 관아 거리를 건설했습니다. 한양 최고의 길이었습니다. 2009년 그 길이 다시 열렸습니다. 광화문에서 청계광장에 이르는 광장이 들어선 것입니다. 광장은 크게 '광화문의 역사를 회복하는 광장', '육조거리의 풍경을 재현하는 광장', '한국의 대표 광장', '시민들이 참여하는 도시문화 광장', '도심 속의 광장', '청계천 연결부'로  나뉩니다. 역사성과 문화, 휴식의 공간으로서 기능을 갖습니다. 특히 '한국의 대표 광장'은 세종대왕 동상이 자리해 광장의 구심점 역할을 합니다. 이순신 장군 동상 주변부인 '도심 속의 광장'도 시민들에게 사랑받는 공간입니다. 그뿐만 아니라 인공연못과 분수를 설치해 여름철에는 시민들의 더위를 식혀줍니다. 이 밖에도 서울시의 상징인 해치 조형물과 잔디광장도 조성했습니다. 세종대왕 이야기 전시관은 세종문화회관쪽과 KT홀, 세종대왕 동상 기단부 뒤편에 설치된 입구로 출입이 가능합니다. 지상에서는 보이지 않는 넓고 아늑한 전시공간입니다. 세종대왕에 관한 업적을 한눈에 관람할 수 있습니다. 스트리텔링 구조를 가져 터치스크린 등의 시설을 통한 체험도 가능합니다.",https://korean.visitseoul.net/attractions/%EA%B4%91%ED%99%94%EB%AC%B8%EA%B4%91%EC%9E%A5/KOP001899,2025.07.29
KOP002027,역사적 장소,구암공원,37.567597929,126.853729889,"07525 서울 강서구 허준로5길 42 (가양동, 구암공원관리사무실)",,02-2600-4196,,,,"구암공원은 허준의 출생지인 서울 강서구 가양동에 위치해있습니다. 공원 뒤편에는 <동의보감>의 저자인 허준에 관한 박물관이 있습니다. 공원 내에 있는 허가바위는 성인 남성 스무 명이 들어갈 정도로 큰 바위로 임진왜란, 병자호란 등 난리 때 사람들의 피신처로 쓰이기도 했습니다.",https://korean.visitseoul.net/attractions/%EA%B5%AC%EC%95%94%EA%B3%B5%EC%9B%90/KOP002027,2025.06.05
KOP003387,역사적 장소,구 공업전습소 본관 (구 중앙시험소 청사),37.579508715,127.00297375,03087 서울 종로구 대학로 86 한국방송통신대학교 역사관,http://www.knou.ac.kr,1577-9995,한국방송통신대학교 개방일,,,"종로구 동숭동에 위치한 구공업전습소보관은 1981년 사적 제289호로 지정되었고 1906년 대한제국 때 설립된 것으로 알려져 있습니다. 탁지부 건축소에서 설계한 곳으로 염직, 직조, 제지, 금은세공, 목공 등의 근대기술을 교육하였다고 합니다. 대학로 서울대 병원 내에는 중앙시험소 청사와 비슷한 시기에 지은 구 대한의원이 있습니다. 구 중앙시험소 청사와 마찬가지로 탁지부(度支部) 건축소에서 1907년에 설계 시공해 1908년 완공한 건축물로 당시의 목조와 석조 건축 양식을 비교해볼 수 있습니다.",https://korean.visitseoul.net/attractions/%EA%B5%AC-%EA%B3%B5%EC%97%85%EC%A0%84%EC%8A%B5%EC%86%8C-%EB%B3%B8%EA%B4%80%EA%B5%AC-%EC%A4%91%EC%95%99%EC%8B%9C%ED%97%98%EC%86%8C-%EC%B2%AD%EC%82%AC/KOP003387,2025.08.04
KOP029767,랜드마크,국궁전시관,37.578144263,126.963838535,03027 서울 종로구 사직로9길 15-32 (사직동),https://www.jfac.or.kr/site/main/content/kbow01,02-722-1600,10:00~17:00,-월요일 -1월 1일 -설날·추석 당일,무료,"국궁전시관은 국궁의 역사, 우리 활의 우수성과 특수성 등을 살펴볼 수 있는 자료들이 전시된 곳입니다. 5개의 전시관과 체험관, 기증유물을 전시하는 기획상설 전시공간, 그리고 체험관으로 구성되어 있습니다. 체험관은 우리 전통 활 제작 기법을 체험해볼 수 있는 활 만들기, 활쏘기 등 다양한 체험프로그램 등을 운영하여 국궁을 보다 쉽고 재미있게 이해할 수 있는 공간입니다.",https://korean.visitseoul.net/attractions/%EA%B5%AD%EA%B6%81%EC%A0%84%EC%8B%9C%EA%B4%80/KOP029767,2025.08.07
